"","date_flown","aircraft_type","country","type_of_travellers","departing_dest","layover","arriving_dest","seat_types","seat_comfort","cabin_staff_service","ground_service","food_beverages","wifi_connectivity","inflight_entertainment","value_for_money","recommended"
"2455","Dec-15","Boeing 747-400","United Kingdom","Couple Leisure","GRU",NA,"London Heathrow","Business Class",5,5,5,5,NA,3,5,"yes"
"2456","Dec-15",NA,"Slovakia","Family Leisure","Prague","London","New York","Economy Class",5,5,4,2,NA,5,4,"yes"
"2457","Dec-15","Boeing 777-300","Spain","Solo Leisure","Madrid","London Heathrow","Sydney","Economy Class",4,1,4,3,NA,4,4,"yes"
"2458","Oct-15","Airbus A380","United Kingdom","Couple Leisure","Heathrow",NA,"Johannesburg","Business Class",2,4,2,3,NA,2,3,"no"
"2459","Nov-15","Airbus A320","United Kingdom","Couple Leisure","London Gatwick",NA,"Barcelona","Business Class",4,5,5,5,NA,NA,5,"yes"
"2460","Dec-15",NA,"United Kingdom","Solo Leisure","Salzburg",NA,"London Gatwick","Economy Class",2,1,2,1,NA,NA,1,"no"
"2461","Dec-15","Airbus A320","United Kingdom","Couple Leisure","London Heathrow",NA,"Amsterdam Schiphol","Business Class",5,5,5,5,NA,NA,5,"yes"
"2462","Dec-15","Airbus A380","United Kingdom","Solo Leisure","London",NA,"Los Angeles","Business Class",3,3,3,2,NA,2,1,"no"
"2463","Nov-15","Boeing 777","United Kingdom","Couple Leisure","Glengyle",NA,"London Heathrow","Premium Economy",3,2,2,2,NA,1,1,"no"
"2464","Dec-15","Boeing 747","United Kingdom","Couple Leisure","London Heathrow",NA,"Vancouver","Business Class",5,5,5,5,5,5,5,"yes"
"2465","Dec-15","Airbus A319","United Kingdom","Business","Newcastle",NA,"Heathrow","Economy Class",4,5,5,NA,NA,NA,5,"yes"
"2466","Dec-15","Boeing 777-200","United Kingdom","Couple Leisure","Manchester","London Heathrow","New York JFK","Business Class",4,5,5,5,NA,4,5,"yes"
"2467","Aug-15",NA,"United Kingdom","Business","Bangkok",NA,"London Heathrow","Business Class",2,5,1,5,NA,3,4,"yes"
"2468","Dec-15",NA,"United Kingdom","Family Leisure","Glengyle",NA,"London Heathrow","Economy Class",4,5,5,4,NA,5,5,"yes"
"2469","Nov-15","Boeing 777","United Kingdom","Business","London Heathrow",NA,"Austin","Premium Economy",3,3,1,2,1,3,1,"no"
"2470","Dec-15",NA,"United Kingdom","Solo Leisure","London Gatwick",NA,"Salzburg","Economy Class",2,1,1,1,NA,NA,1,"no"
"2471","Dec-15","Boeing 777","United Kingdom","Couple Leisure","Punta Cana",NA,"London","Economy Class",3,1,3,1,1,1,2,"no"
"2472","Dec-15","Boeing 777-300","United Kingdom","Couple Leisure","London Heathrow",NA,"Singapore","Economy Class",5,5,5,5,NA,5,5,"yes"
"2473","Dec-15",NA,"United States","Solo Leisure","London Heathrow",NA,"Manchester","Economy Class",5,5,5,5,NA,NA,5,"yes"
"2474","Nov-15","Boeing 777","United States","Solo Leisure","Seattle",NA,"London Heathrow","Premium Economy",4,3,2,3,NA,4,4,"yes"
"2475","Dec-15","Boeing 747","United States","Solo Leisure","London Heathrow",NA,"Seattle","Economy Class",2,3,5,5,NA,2,3,"yes"
"2476","Dec-15","Boeing 777","United Kingdom","Couple Leisure","Bangkok",NA,"London Heathrow","Business Class",5,5,5,5,NA,4,5,"yes"
"2477","Dec-15","Airbus A320","Germany","Solo Leisure","Berlin Tegel",NA,"London Heathrow","Business Class",5,5,4,5,NA,NA,4,"yes"
"2478","Aug-15",NA,"United States","Solo Leisure","New York JFK",NA,"London","First Class",5,4,2,2,NA,2,1,"no"
"2479","Dec-15","Boeing 777-200","United Kingdom","Couple Leisure","London Gatwick",NA,"Punta Cana","Business Class",5,5,5,5,NA,4,5,"yes"
"2480","Dec-15","Boeing 777-200","United Kingdom","Solo Leisure","London Gatwick",NA,"Tampa","Economy Class",3,4,4,4,NA,4,4,"yes"
"2481","Dec-15","Boeing 747-400","United Kingdom","Solo Leisure","Heathrow",NA,"Cape Town","Economy Class",4,5,5,5,NA,4,4,"yes"
"2482","Dec-15",NA,"United Kingdom","Couple Leisure","Gatwick",NA,"Funchal","Economy Class",1,4,3,1,NA,NA,1,"no"
"2483","Nov-15","Boeing 747-400","United Kingdom","Solo Leisure","London",NA,"Chicago","Economy Class",3,3,3,2,NA,NA,3,"yes"
"2484","Dec-15","Boeing 777","United Kingdom","Couple Leisure","Gatwick",NA,"Las Vegas","Premium Economy",4,4,4,3,1,3,3,"yes"
"2485","Nov-15","Boeing 777","Belgium","Solo Leisure","Tokyo Haneda","London Heathrow","Brussels","First Class",3,4,4,2,NA,2,3,"yes"
"2486","Nov-15","Boeing 747-400","Denmark","Business","Las Vegas",NA,"London Heathrow","First Class",3,5,1,2,NA,1,1,"no"
"2487","Nov-15","Boeing 777","United Kingdom","Couple Leisure","Tampa",NA,"Gatwick","Business Class",4,4,3,3,NA,2,4,"yes"
"2488","Nov-15","Boeing 747-400","United Kingdom","Couple Leisure","London Heathrow",NA,"Miama","Premium Economy",4,3,3,3,NA,2,3,"yes"
"2489","Jul-15",NA,"United Kingdom","Couple Leisure","London Heathrow",NA,"Las Vegas","Economy Class",1,4,1,1,1,NA,1,"no"
"2490","Nov-15","Boeing 747-400","United Kingdom","Couple Leisure","New York JFK",NA,"London Heathrow","Economy Class",2,3,4,3,NA,4,3,"yes"
"2491","Oct-15","Boeing 777","United States","Couple Leisure","Montreal","London Heathrow","Rome Fiumicino","Economy Class",4,3,1,1,NA,1,1,"no"
"2492","Nov-15","Boeing 777-200","United Kingdom","Couple Leisure","London Heathrow",NA,"Kuala Lumbur","Premium Economy",3,2,3,2,NA,2,3,"no"
"2493","Nov-15","Boeing 777","United States","Family Leisure","Washington Dulles","London Heathrow","Dubai","Economy Class",1,4,3,4,NA,4,4,"yes"
"2494","Nov-15","Boeing 747-400","United Kingdom","Solo Leisure","Edinburgh","London Heathrow","Las Vegas","Economy Class",3,5,5,5,NA,4,5,"yes"
"2495","Nov-15","Airbus A320","United Kingdom","Solo Leisure","Madrid",NA,"London Heathrow","Economy Class",5,5,4,4,NA,NA,4,"yes"
"2496","Oct-15","Airbus A320","United Kingdom","Couple Leisure","London Heathrow",NA,"Istanbul","Business Class",1,4,2,1,NA,NA,1,"no"
"2497","Nov-15",NA,"United Kingdom","Couple Leisure","London",NA,"Barbados","Economy Class",2,2,3,1,1,2,2,"no"
"2498","Oct-15","Boeing 777-200","United Kingdom","Couple Leisure","Glasgow","London Heathrow","Bangkok","Premium Economy",2,1,2,3,1,1,2,"no"
"2499","Oct-15",NA,"United Kingdom","Solo Leisure","London Heathrow","Singapore","BNE","Premium Economy",2,4,3,2,NA,2,3,"no"
"2500","Jan-15","Boeing 777-300ER","United Kingdom","Business","Manchester","London Heathrow","Mumbai","Economy Class",3,1,4,1,NA,2,4,"yes"
"2501","Nov-15",NA,"United States","Couple Leisure","Rome",NA,"London","Economy Class",3,5,1,4,NA,NA,2,"no"
"2502","Nov-15","Boeing 777","United Kingdom","Couple Leisure","Bangkok",NA,"London","Business Class",4,2,3,2,1,NA,2,"no"
"2503","Nov-15","Airbus A319","United Kingdom","Business","London Gatwick",NA,"Amsterdam Schiphol","Economy Class",1,2,1,1,NA,NA,3,"no"
"2504","Nov-15","Airbus A380","United Kingdom","Couple Leisure","Heathrow",NA,"Singapore","First Class",5,5,5,5,NA,5,5,"yes"
"2505","Nov-15","Airbus A320","United Kingdom","Couple Leisure","London Heathrow",NA,"Krakow","Business Class",2,5,2,4,NA,NA,3,"yes"
"2506","Nov-15","Airbus A380","France","Solo Leisure","Sao Luiis","London Heathrow","Johannesburg OR Tambo","Premium Economy",4,5,4,4,NA,5,4,"yes"
"2507","Aug-15","Boeing 747-400","Canada","Solo Leisure","London",NA,"Vancouver","Economy Class",3,4,2,5,1,5,3,"yes"
"2508","Nov-15","Airbus A380","United Kingdom","Couple Leisure","London Heathrow",NA,"San Francisco","Premium Economy",4,5,3,5,NA,4,5,"yes"
"2509","Nov-15",NA,"United Kingdom","Couple Leisure","Vienna",NA,"London","Economy Class",3,3,2,2,NA,NA,1,"no"
"2510","Nov-15","Boeing 747-400","United Kingdom","Business","London Heathrow",NA,"GRU","Business Class",1,2,3,1,NA,1,1,"no"
"2511","Nov-15","Boeing 777","United Kingdom","Couple Leisure","London Gatwick",NA,"Grenada","Premium Economy",3,3,3,3,2,2,3,"yes"
"2512","Nov-15","Boeing 767","United Kingdom","Business","London Heathrow",NA,"Edinburgh","Economy Class",4,4,4,4,NA,NA,4,"yes"
"2513","Nov-15",NA,"United Kingdom","Couple Leisure","London Heathrow",NA,"Dubai","Business Class",3,4,3,3,NA,3,3,"yes"
"2514","Nov-15",NA,"United States","Business","London Heathrow",NA,"Munich","Economy Class",NA,NA,1,NA,NA,NA,1,"no"
"2515","Nov-15","Boeing 777","United Kingdom","Couple Leisure","Tampa",NA,"Gatwick","Business Class",4,4,3,3,NA,2,4,"yes"
"2516","Nov-15","Airbus A319","Italy","Solo Leisure","Rome Fiumicino",NA,"London Gatwick","Business Class",3,2,2,4,NA,NA,4,"yes"
"2517","Nov-15","Boeing 747-400","United Kingdom","Couple Leisure","London Heathrow",NA,"Miama","Premium Economy",4,3,3,3,NA,2,3,"yes"
"2518","Nov-15","Airbus A320","United Kingdom","Business","Hannover",NA,"London Heathrow","Business Class",2,4,1,1,NA,NA,1,"no"
"2519","Nov-15",NA,"Ireland","Business","Dublin",NA,"London City Airport","Economy Class",3,4,1,NA,NA,NA,1,"no"
"2520","Nov-15","Airbus A320","United Kingdom","Business","London Heathrow",NA,"Hannover","Business Class",2,4,3,1,NA,NA,2,"no"
"2521","Nov-15","Boeing 777","United Kingdom","Solo Leisure","London Heathrow",NA,"Dubai","Business Class",2,4,4,3,NA,3,4,"yes"
"2522","Nov-15","Boeing 777","United Kingdom","Solo Leisure","Heathrow",NA,"Houston","First Class",5,5,5,3,NA,4,4,"yes"
"2523","Nov-15","Airbus A319","Ireland","Business","Kiev","London Heathrow","Dublin","Economy Class",2,2,2,1,NA,NA,1,"no"
"2524","Oct-15","Boeing 777-300","Australia","Business","Sydney",NA,"Singapore","Premium Economy",4,5,4,4,NA,4,4,"yes"
"2525","Sep-15","Airbus A320","Greece","Solo Leisure","Athens",NA,"London Heathrow","Economy Class",4,5,3,4,NA,NA,4,"yes"
"2526","Nov-15",NA,"United Kingdom","Business","London City Airport",NA,"Zurich","Economy Class",2,2,1,2,NA,1,1,"no"
"2527","Nov-15",NA,"United Kingdom","Solo Leisure","Glasgow","London Heathrow","Rome Fiumicino","Economy Class",5,5,5,4,NA,NA,5,"yes"
"2528","Nov-15","Boeing 747-400","United Kingdom","Couple Leisure","Cape Town",NA,"London Heathrow","First Class",5,2,4,2,NA,1,3,"no"
"2529","Nov-15","Boeing 777-200","United Kingdom","Couple Leisure","London Heathrow",NA,"Los Angeles","Business Class",3,3,5,2,NA,4,3,"no"
"2530","Nov-15","Boeing 777-300","Germany","Business","London Heathrow",NA,"Buenos Aires","Business Class",1,1,3,3,1,1,3,"no"
"2531","Nov-15",NA,"United Kingdom","Couple Leisure","Mauritius",NA,"London","Economy Class",2,2,3,3,2,3,3,"yes"
"2532","Oct-15","Boeing 777","United Kingdom","Family Leisure","Gatwick",NA,"Orlando","Economy Class",3,5,1,2,1,3,3,"no"
"2533","Nov-15",NA,"United Kingdom","Family Leisure","Heathrow",NA,"Las Vegas","Economy Class",2,1,3,1,NA,4,1,"no"
"2534","Oct-15","Airbus A320","New Zealand","Solo Leisure","Rome",NA,"Heathrow","Economy Class",5,4,5,2,NA,NA,2,"no"
"2535","Nov-15","Airbus A320","United Kingdom","Solo Leisure","Gatwick",NA,"Venice","Economy Class",4,5,5,4,NA,NA,5,"yes"
"2536","Nov-15","Boeing 777","United Kingdom","Couple Leisure","London",NA,"Luanda","Business Class",1,4,4,3,NA,3,3,"no"
"2537","Nov-15","Boeing 747-400","United Kingdom","Family Leisure","Denver",NA,"Heathrow","Economy Class",4,2,2,1,NA,1,2,"no"
"2538","Nov-15","Boeing 777-200","Thailand","Business","Bangkok",NA,"London Heathrow","Business Class",1,2,4,2,NA,1,3,"no"
"2539","Sep-15",NA,"United Kingdom","Couple Leisure","London",NA,"Tampa","Business Class",NA,NA,1,NA,NA,NA,1,"no"
"2540","Nov-15","Boeing 777-300","Australia","Couple Leisure","London",NA,"Sydney","First Class",4,5,5,4,NA,4,5,"yes"
"2541","Oct-15","Boeing 747-400","United Kingdom","Couple Leisure","London Heathrow",NA,"Cape Town","First Class",5,5,4,4,NA,4,4,"yes"
"2542","Nov-15",NA,"India","Business","Bangalore",NA,"London Heathrow","Economy Class",3,1,4,1,NA,1,1,"no"
"2543","Oct-15","Boeing 777","United Kingdom","Couple Leisure","London",NA,"Kuala Lumpur","Business Class",4,4,5,2,NA,3,3,"no"
"2544","Nov-15","Boeing 747-400","France","Business","Nice","London Heathrow","Las Vegas","Premium Economy",4,3,4,2,NA,2,4,"yes"
"2545","Nov-15",NA,"United States","Business","Washington",NA,"London","Economy Class",NA,NA,1,NA,NA,NA,1,"no"
"2546","May-15","Boeing 777","Singapore","Solo Leisure","Singapore",NA,"Sydney","First Class",4,5,4,4,NA,4,5,"yes"
"2547","Nov-15",NA,"United Kingdom","Solo Leisure","Gatwick",NA,"Cancun","Economy Class",2,1,1,1,NA,1,1,"no"
"2548","Nov-15",NA,"United States","Solo Leisure","Dallas Fort-Worth","London Heathrow","Delhi","Economy Class",1,1,1,NA,NA,NA,1,"no"
"2549","Oct-15","Airbus A320","Sweden","Family Leisure","Goteborg ","London Heathrow","Los Angeles","Economy Class",4,5,4,NA,NA,4,5,"yes"
"2550","Oct-15",NA,"United Kingdom","Solo Leisure","London",NA,"Delhi","Economy Class",3,1,2,1,2,3,2,"no"
"2551","Sep-15",NA,"United Kingdom","Solo Leisure","Heathrow",NA,"Moscow","Economy Class",NA,NA,1,NA,NA,NA,1,"no"
"2552","Nov-15","Airbus A320","United Kingdom","Business","Istanbul",NA,"London","Business Class",1,3,1,1,NA,1,1,"no"
"2553","Oct-15","Airbus A319","Switzerland","Solo Leisure","Geneva","London Heathrow","Beijing","Economy Class",4,5,2,5,NA,5,5,"yes"
"2554","Nov-15","Boeing 777","United States","Couple Leisure","London Heathrow",NA,"Jomo Kenyatta","Business Class",5,5,5,4,NA,4,5,"yes"
"2555","Oct-15","Boeing 777","United Arab Emirates","Business","Seattle","London Heathrow","Abu Dhabi","First Class",3,2,3,3,NA,2,3,"no"
"2556","Nov-15","Boeing 787","United Kingdom","Solo Leisure","Newark",NA,"Heathrow","Premium Economy",1,3,2,4,NA,NA,2,"no"
"2557","Nov-15",NA,"United Kingdom","Family Leisure","Venice",NA,"Gatwick","Economy Class",3,4,1,3,NA,NA,4,"yes"
"2558","Oct-15","Boeing 747-400","United Kingdom","Family Leisure","Heathrow",NA,"Las Vegas","Economy Class",3,5,4,4,1,3,3,"yes"
"2559","Nov-15","Airbus A320","United States","Solo Leisure","Lisbon",NA,"London","Economy Class",4,5,4,5,NA,NA,5,"yes"
"2560","Oct-15","Boeing 777","United States","Solo Leisure","Philadelphia","London Heathrow","Athens","Business Class",3,1,4,1,NA,NA,2,"no"
"2561","Sep-15",NA,"United Kingdom","Solo Leisure","Vienna",NA,"London","Economy Class",4,5,5,4,NA,NA,5,"yes"
"2562","Nov-15","Boeing 777","Singapore","Business","Singapore",NA,"London Heathrow","Business Class",3,1,1,1,1,3,3,"no"
"2563","Oct-15","Airbus A380","Israel","Couple Leisure","Miama",NA,"London Heathrow","Business Class",4,5,2,3,1,4,3,"no"
"2564","Sep-15","Boeing 747-400","United Kingdom","Solo Leisure","San Francisco",NA,"London Heathrow","Economy Class",3,3,5,3,NA,2,5,"yes"
"2565","Oct-15",NA,"United Kingdom","Family Leisure","Sharm El Sheikh",NA,"London Gatwick","Economy Class",4,3,4,1,NA,NA,3,"yes"
"2566","Oct-15","Boeing 777-200","United Kingdom","Couple Leisure","London Heathrow",NA,"Bangkok","Premium Economy",2,2,2,3,2,1,1,"no"
"2567","Oct-15","Airbus A380","United Kingdom","Solo Leisure","San Francisco",NA,"London Heathrow","Premium Economy",4,4,4,4,NA,4,4,"yes"
"2568","Oct-15","Airbus A321","Italy","Business","London Heathrow",NA,"Milan Malpensa","Economy Class",4,5,4,5,NA,NA,3,"yes"
"2569","Mar-15","Boeing 787-8","United Kingdom","Solo Leisure","London Heathrow",NA,"Chengdu","Business Class",4,1,2,2,NA,4,3,"yes"
"2570","Jan-15","Boeing 777-300ER","United Kingdom","Business","Tokyo Narita",NA,"London Heathrow","Business Class",4,3,4,2,NA,3,4,"yes"
"2571","Jan-15","Boeing 777-300ER","United Kingdom","Business","London Heathrow",NA,"Tokyo Narita","First Class",5,5,4,5,NA,5,5,"yes"
"2572","Oct-15","Boeing 747-400","United Kingdom","Couple Leisure","Manchester","London Heathrow","Las Vegas","Economy Class",1,4,1,3,NA,2,2,"no"
"2573","Oct-15","Boeing 777","United Kingdom","Solo Leisure","London Heathrow",NA,"JFK (New York City)","Premium Economy",4,3,3,4,NA,3,4,"yes"
"2574","Sep-15","Airbus A380","United Kingdom","Solo Leisure","London Heathrow",NA,"San Francisco","Economy Class",5,4,5,4,NA,4,4,"yes"
"2575","Oct-15","Boeing 787","United Kingdom","Couple Leisure","London",NA,"Chennai","Economy Class",5,5,4,5,5,5,5,"yes"
"2576","Oct-15",NA,"United Kingdom","Couple Leisure","London Heathrow",NA,"Venice","Business Class",4,4,4,5,NA,NA,4,"yes"
"2577","Sep-15",NA,"United States","Solo Leisure","San Francisco","London Heathrow","Edinburgh","Economy Class",2,3,1,3,NA,4,2,"no"
"2578","Oct-15","Boeing 747-400","United Kingdom","Business","London",NA,"Phoenix","Premium Economy",4,5,3,4,NA,3,4,"yes"
"2579","Sep-15",NA,"United States","Solo Leisure","Antigua",NA,"St Kitts","Economy Class",1,1,1,NA,NA,NA,1,"no"
"2580","Oct-15","Boeing 747-400","United Kingdom","Couple Leisure","San Francisco",NA,"London Heathrow","Premium Economy",2,4,2,2,NA,2,1,"no"
"2581","Jan-15",NA,"United Kingdom","Couple Leisure","London Heathrow",NA,"Johannesburg OR Tambo","Economy Class",3,4,1,NA,NA,NA,2,"no"
"2582","Oct-15","Boeing 777","United Kingdom","Couple Leisure","Orlando",NA,"London","Economy Class",2,1,4,2,NA,2,3,"no"
"2583","Oct-15","Boeing 747-400","Australia","Business","London",NA,"Cape Town","Economy Class",1,2,4,3,NA,2,1,"no"
"2584","Oct-15","Boeing 777-200","United Kingdom","Business","Heathrow",NA,"Haneda","Business Class",2,5,2,4,NA,2,3,"no"
"2585","Oct-15","Airbus A319","Switzerland","Solo Leisure","London Heathrow",NA,"Geneva","Economy Class",4,4,1,2,NA,NA,4,"yes"
"2586","Oct-15","Airbus A320","United Kingdom","Solo Leisure","London Heathrow",NA,"Amsterdam Schiphol","Business Class",3,4,4,2,NA,2,2,"no"
"2587","Aug-15",NA,"United Kingdom","Couple Leisure","Heathrow","Madrid","Cancun","Economy Class",1,2,1,1,NA,1,1,"no"
"2588","Oct-15","Boeing 777","Australia","Couple Leisure","London Heathrow","Singapore","Sydney","Premium Economy",4,4,3,4,NA,4,4,"yes"
"2589","Sep-15",NA,"United Kingdom","Solo Leisure","London Heathrow",NA,"Bangkok","Premium Economy",2,4,2,2,2,2,1,"no"
"2590","Oct-15","Boeing 777-200","Australia","Couple Leisure","Sydney","Singapore","London Heathrow","Business Class",1,4,4,3,NA,4,2,"no"
"2591","Oct-15","Airbus A380","United Kingdom","Couple Leisure","London Heathrow",NA,"Johannesburg OR Tambo","Premium Economy",5,5,4,4,NA,5,3,"yes"
"2592","Oct-15","Airbus A319","United Kingdom","Couple Leisure","Pisa",NA,"London Gatwick","Business Class",2,4,2,2,NA,NA,2,"no"
"2593","Oct-15","Airbus A380","Australia","Family Leisure","London Heathrow","Singapore","Sydney","Business Class",4,2,1,2,NA,2,1,"no"
"2594","Oct-15","Boeing 777-200","United Kingdom","Business","Antigua",NA,"Gatwick","Economy Class",1,2,4,1,NA,2,2,"no"
"2595","Oct-15","Airbus A380","United Kingdom","Couple Leisure","London",NA,"Los Angeles","Business Class",4,5,4,5,NA,4,4,"yes"
"2596","Oct-15","Boeing 747-400","Singapore","Business","London Heathrow",NA,"Singapore","Business Class",3,2,1,2,NA,1,1,"no"
"2597","Oct-15","Airbus A320","United Kingdom","Business","Athens",NA,"London","Business Class",1,2,1,2,NA,NA,1,"no"
"2598","Oct-15","Boeing 777","United Kingdom","Couple Leisure","San Diego",NA,"London Heathrow","Business Class",4,5,4,3,NA,4,4,"yes"
"2599","Oct-15","Boeing 777-200","United Kingdom","Family Leisure","Gatwick",NA,"Las Vegas","Premium Economy",4,3,3,3,NA,4,3,"yes"
"2600","Sep-15","Boeing 747","United Kingdom","Business","Vancouver",NA,"London","Premium Economy",3,1,4,2,NA,1,2,"no"
"2601","Oct-15","Airbus A320","United Kingdom","Couple Leisure","London Heathrow",NA,"Madrid","Economy Class",4,3,5,3,NA,NA,5,"yes"
"2602","Oct-15","Airbus A319","United Kingdom","Solo Leisure","Bologna",NA,"Heathrow","Economy Class",2,3,3,2,NA,NA,4,"no"
"2603","Oct-15","Boeing 747-400","United Kingdom","Couple Leisure","Las Vegas",NA,"London Heathrow","Economy Class",3,3,3,2,NA,NA,3,"no"
"2604","Oct-15","Airbus A320","United Kingdom","Couple Leisure","Gatwick",NA,"Pisa","Business Class",2,2,4,3,NA,NA,3,"no"
"2605","Aug-15",NA,"Australia","Solo Leisure","Heathrow",NA,"Belfast","Economy Class",1,1,1,NA,NA,NA,1,"no"
"2606","Sep-15","Airbus A319","United Kingdom","Couple Leisure","Gatwick",NA,"Bari","Business Class",4,5,5,4,NA,NA,5,"yes"
"2607","Oct-15",NA,"Malaysia","Solo Leisure","Rome",NA,"London","Business Class",1,1,1,1,NA,NA,2,"no"
"2608","Sep-15",NA,"United States","Business","Singapore","London Heathrow","Boston","Business Class",1,2,1,1,NA,1,1,"no"
"2609","Sep-15","Boeing 777","United States","Solo Leisure","London Heathrow",NA,"San Diego","Business Class",4,2,2,1,NA,2,1,"no"
"2610","Oct-15","Airbus A319","United Kingdom","Solo Leisure","London",NA,"Rome","Economy Class",3,4,3,3,NA,NA,3,"yes"
"2611","Oct-15","Boeing 767-300","United Kingdom","Family Leisure","London Heathrow",NA,"Stockholm","First Class",4,4,3,3,NA,NA,3,"yes"
"2612","Sep-15",NA,"United Kingdom","Solo Leisure","Manchester","London Heathrow","Moscow","Economy Class",5,5,4,5,NA,5,5,"yes"
"2613","Oct-15","Boeing 777-200","Israel","Couple Leisure","Tel Aviv","London Heathrow","San Diego","Economy Class",3,3,1,4,NA,2,1,"no"
"2614","Oct-15","Airbus A319","United Kingdom","Couple Leisure","London Heathrow",NA,"Amsterdam Schiphol","Economy Class",4,5,4,2,NA,NA,4,"yes"
